,index,id,name,overview,genres,created_by,popularity,type
1375,1375,229192,The Demon Hunter,"Meng Chuan witnessed his mother killed before his eyes, so he trained very hard hoping to one day avenge her death. But his peaceful days were broken as his wedding engagement being called off, an invasion by foreign forces, the sanctuary fallen into enemy hands… In order to protect the people of Ning City, he picked up his sword and vowed to be the strongest. This is a heavy responsibility and a long journey…","['Animation', 'Action & Adventure']",['Wo Chi Xihongshi'],17.4456,Scripted
1376,1376,3051,Lost in Space,"The space family Robinson is sent on a five-year mission to find a new planet to colonise. The voyage is sabotaged time and again by an inept stowaway, Dr. Zachary Smith. The family's spaceship, Jupiter II, also carries a friendly robot who endures an endless stream of abuse from Dr. Smith, but is a trusted companion of young Will Robinson","['Sci-Fi & Fantasy', 'Comedy']",['Irwin Allen'],17.4294,Scripted
1377,1377,80020,Super Dragon Ball Heroes,"Trunks returns from the future to train with Goku and Vegeta. However, it disappears without warning. Then the mysterious Fu bursts in, telling them that Trunks has been imprisoned in the Prison Planet, a mysterious complex in an unknown place in the universes. The group seeks the dragon balls to free Trunks, but an endless battle awaits them! Will Goku and the others rescue Trunks and escape the Prison Planet?","['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy']",['unknown'],17.4226,Scripted
1378,1378,131927,Dexter: New Blood,"10 years after Dexter went missing in the eye of Hurricane Laura, we find him living under an assumed name in the small town of Iron Lake, New York.  Dexter may be embracing his new life, but in the wake of unexpected events in this close-knit community, his Dark Passenger beckons.","['Drama', 'Crime']",['Clyde Phillips'],17.416,Miniseries
1379,1379,81665,Summer Camp Island,"Oscar and Hedgehog are dropped off at a strange summer camp, full of fantastical things ranging from magical camp counselors to sticky notes that are portals to other dimensions.","['Animation', 'Comedy', 'Sci-Fi & Fantasy', 'Family']",['Julia Pott'],17.4138,Scripted
1380,1380,70802,Prophet Joseph,"This story basically follows the most important happenings in Prophet Josephs life, from the view of muslims. The most important happenings are: 1. his travel to egypt 2. his rise and growing up in Egypt 3. his life problems when his ""owner"" Zuleikha falls in love with him and wants him to return the love to him. 4. his stay in prison, and how he reforms the prisoners. 5. his return by the side of the Pharao. 6. his uprising to the side of the pharao as his advisor. 7. his brothers coming to egypt, and how he decides to make them regret their mistakes so they can receive forgivness, and peace. 8. his reunion with his family after more than 20 years.",['Drama'],"['Farajollah Salahshoor', 'Jamal Shoorje']",17.397,Scripted
1381,1381,96580,Resident Alien,"Crash-landed alien Harry takes on the identity of a small-town Colorado doctor. Arriving with a secret mission, he starts off living a simple life…but things get a bit rocky when he’s roped into solving a local murder and realizes he needs to assimilate into his new world. As he does, he begins to wrestle with the moral dilemma of his mission and asking the big life questions like: “Are human beings worth saving?” and “Why do they fold their pizza before eating it?”",['Sci-Fi & Fantasy'],['Chris Sheridan'],17.3914,Scripted
1382,1382,88939,Back to Field,"The show documents the simplistic lifestyle of living away from the bustling city centers. Each season takes place in a different rural part of China. The cast members are only provided with the basic life necessities and have to take care of everything else such as cooking their own meals and building their own furniture. To ""buy"" different cooking ingredients and other tools, they have to complete certain tasks assigned by the production crew, such as planting and harvesting crops. Different guests join the cast in each episode and help out with the daily chores. The goal of the program is to bring the audience along on a slower pace of life and to illustrate the joys of a simple lifestyle.",['Reality'],"['张航希', 'Zhengyu Wang', 'Chen Gezhou']",17.3878,Reality
1383,1383,63706,The Last Leg,Adam Hills and co-hosts Josh Widdicombe and Alex Brooker provide some offbeat commentary on the significant moments of the past seven days.,['Talk'],['unknown'],17.3871,Talk Show
1384,1384,223564,"The 100 Girlfriends Who Really, Really, Really, Really, REALLY Love You","Rentaro Aijo was rejected 100 times in middle school. He visits a shrine and prays for better luck in high school. The God of Love appears and promises that he'll soon meet 100 people he's destined to date. But there's a catch—once destiny introduces someone to him, the two must happily love each other. If they don't, they'll die. What will befall Rentaro and his 100 girlfriends in high school?","['Animation', 'Comedy']",['unknown'],17.3794,Scripted
1385,1385,2328,Power Rangers,"A team of teenagers with attitude are recruited to save Angel Grove from the evil witch, Rita Repulsa, and later, Lord Zedd, Emperor of all he sees, and their horde of monsters.","['Action & Adventure', 'Sci-Fi & Fantasy', 'Kids']",['Haim Saban'],17.3655,Scripted
1386,1386,7482,Leverage,"A five-person team comprised of a thief, a grifter, a hacker, and a retrieval specialist, led by former insurance investigator Nathan Ford, use their skills to fight corporate and governmental injustices inflicted on ordinary citizens.","['Drama', 'Comedy', 'Action & Adventure', 'Crime']","['John Rogers', 'Chris Downey']",17.364,Scripted
1387,1387,92661,25 Words or Less,"Hosted by Meredith Vieira, two teams of celebrities and civilians face off in a fast paced word game with a top prize of $10,000.",['Reality'],['unknown'],17.3631,Reality
1388,1388,2391,Tales from the Crypt,"Cadaverous scream legend the Crypt Keeper is your macabre host for these forays of fright and fun based on the classic E.C. Comics tales from back in the day. So shamble up to the bar and pick your poison. Will it be an insane Santa on a personal slay ride? Honeymooners out to fulfill the ""til death do we part"" vow ASAP?","['Comedy', 'Mystery', 'Crime', 'Sci-Fi & Fantasy']","['William M. Gaines', 'Steven Dodd']",17.3572,Scripted
1389,1389,9140,Police Cadet,"Police Cadet '84 was a TV series which included such stars in TVB as Tony Leung, Maggie Cheung, and notably, Carina Lau. The story centered on a couple of young ""cadets"" in the Police Cadet School. Tragedy, romance, conflicts, and intrigues were featured.

The series was immediately followed by a sequels titled ""New Police Cadet '85"" and ""New Police Cadet '88"". Both sequels stars Tony Leung.",['Drama'],['unknown'],17.356,Scripted
1390,1390,98034,Digimon Adventure:,"It's the year 2020. The Network has become something humans can no longer do without in their daily lives. But what humans don't know is that on the other side of the Network is the Digital World, a realm of light and darkness. Nor are they aware of the Digimon who live there. Fifth grader Taichi Yagami's mother and little sister Hikari went to Shibuya, and now they're aboard a runaway train. Taichi hurries to Shibuya to save his mother and sister, but the instant he heads toward the station platform... a strange phenomenon befalls the DigiDestined, and Taichi goes to the Digital World!","['Animation', 'Sci-Fi & Fantasy', 'Action & Adventure', 'Kids']",['unknown'],17.3492,Scripted
1391,1391,32573,Strike Back,"The series follows John Porter, a former British Special Forces soldier, who is drafted back into service by Section 20, a fictional branch of the Secret Intelligence Service.","['Drama', 'Action & Adventure']","['Jed Mercurio', 'Marigo Kehoe']",17.3485,Scripted
1392,1392,43348,Pablo Escobar: The Drug Lord,"Pablo is a man with a natural ability for business. Early in his life, Pablo is introduced to the business of cocaine and the power it yields. A young life of crime lands Pablo in and out of jail as he builds his criminal empire. Pablo expands his power through politics but it is not long before his conflicts as a Congressman and a drug lord collide. Pablo has his enemies executed, but not before the United States activates its own war on the Medellin cartel.","['Crime', 'Drama']",['Carlos Moreno'],17.3411,Scripted
1393,1393,271607,The Fragrant Flower Blooms with Dignity,"When the intimidating Rintaro meets the open-minded Kaoruko, the unlikely duo grows closer. The issue? Their neighboring high schools hate each other.","['Animation', 'Drama']",['unknown'],17.3409,Scripted
1394,1394,244224,Spécial cinéma,"Marcello Mastroianni, Isabelle Adjani, Alain Delon, Martin Scorsese, Woody Allen... the biggest stars in cinema were welcomed by Christian Defaye on his show Spécial cinéma. Between intimate confessions from actors and immersion in the world of the greatest filmmakers, Christian Defaye took viewers on a journey into the fascinating world of cinema for nearly thirty years.",['Talk'],"['Christian Defaye', 'Christian Zeender']",17.3221,Talk Show
1395,1395,36994,Workaholics,"The misadventures of three recent college dropouts, roommates, and co-workers at a telemarketing company and their drug dealer.",['Comedy'],"['Adam Devine', 'Blake Anderson', 'Anders Holm', 'Kyle Newacheck', 'Connor Pritchard', 'Dominic Russo']",17.315,Scripted
1396,1396,115472,Exclusiv - Das Star-Magazin,"Exclusiv: das Starmagazin reports on the latest news and topics from the world of celebrities on a regular weekly basis. It covers the latest headlines relating to the stars as well as rumors and insights into the everyday lives of famous personalities around the globe. In addition to the 15-minute weekday magazine, there is a particularly detailed one-hour weekend edition on Sundays with additional reports and background reports on the celebrities.","['News', 'Documentary', 'Talk']",['unknown'],17.3128,News
1397,1397,248947,FAIRY TAIL 100 YEARS QUEST,"The rowdiest guild in Fiore Kingdom is back! Natsu, Lucy, Gray, Erza, and the whole Fairy Tail guild tackle the legendary ""100 Years Quest,"" tougher than any S-Class quest. Their goal: find the first wizard guild ever, located in the far north of Guiltina. Facing new gods, mysterious towns, and ominous foes, they’ll have their work cut out for them. Will they succeed where no wizard has before?","['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy']",['unknown'],17.3106,Scripted
